"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","conversion_rate","Sale_Amount","Ad_Date","Location","Device","Keyword"
"A3025","Data Analytics Course",118.0,5326.0,199.76,19.0,8.0,0.068,1195,"2024-11-24","Hyderabad","tablet","analytics for data"
"A3027","Data Analytics Course",112.0,4594.0,236.12,29.0,8.0,0.071,1569,"2024-11-23","Hyderabad","mobile","data analytics training"
"A3028","Data Analytics Course",186.0,4352.0,223.95,29.0,3.0,0.016,1290,"2024-11-06","Hyderabad","mobile","data analytics training"
"A3029","Data Analytics Course",139.0,4220.0,206.02,21.0,5.0,0.036,1671,"2024-11-21","Hyderabad","desktop","learn data analytics"
"A3030","Data Analytics Course",164.0,4909.0,245.06,13.0,3.0,0.045,1601,"2024-11-04","Hyderabad","mobile","learn data analytics"
"A3031","Data Analytics Course",89.0,3148.0,219.25,13.0,4.0,0.045,1533,"2024-11-06","Hyderabad","desktop","data analytics online"
"A3032","Data Analytics Course",107.0,3105.0,195.46,20.0,10.0,0.037,1455,"2024-11-19","Hyderabad","mobile","data analytics online"
"A3033","Data Analytics Course",179.0,5062.0,214.66,18.0,4.0,0.05,1815,"2024-11-24","Hyderabad","mobile","data analytics course"
"A3034","Data Analytics Course",136.0,4096.0,228.79,19.0,10.0,0.039,1054,"2024-11-26","Hyderabad","desktop","data analytics training"
"A3035","Data Analytics Course",140.0,4283.0,205.02,22.0,7.0,0.0,1674,"2024-11-11","Hyderabad","mobile","data analytics course"
"A3037","Data Analytics Course",199.0,4818.0,230.19,11.0,7.0,0.038,1714,"2024-11-08","Hyderabad","desktop","online data analytics"
"A3038","Data Analytics Course",95.0,5256.0,235.84,12.0,8.0,0.052,1324,"2024-11-24","Hyderabad","mobile","data analytics training"
"A3039","Data Analytics Course",182.0,3980.0,191.75,16.0,5.0,0.027,1050,"2024-11-08","Hyderabad","tablet","online data analytics"
"A3040","Data Analytics Course",132.0,4359.0,237.12,29.0,3.0,0.0,1872,"2024-11-01","Hyderabad","mobile","online data analytics"
"A3041","Data Analytics Course",139.0,5326.0,241.7,29.0,5.0,0.036,1423,"2024-11-08","Hyderabad","mobile","analytics for data"
"A3042","Data Analytics Course",134.0,5614.0,220.52,14.0,6.0,0.036,0,"2024-11-15","Hyderabad","desktop","data analytics online"
"A3043","Data Analytics Course",166.0,3746.0,213.81,16.0,5.0,0.03,1750,"2024-11-08","Hyderabad","mobile","data analytics online"
"A3044","Data Analytics Course",121.0,5608.0,219.92,19.0,4.0,0.049,1209,"2024-11-14","Hyderabad","tablet","data analytics training"
"A3045","Data Analytics Course",173.0,4582.0,204.99,17.0,5.0,0.029,1703,"2024-11-21","Hyderabad","desktop","data analytics training"
"A3046","Data Analytics Course",132.0,4438.0,232.68,24.0,7.0,0.0,1959,"2024-11-09","Hyderabad","desktop","analytics for data"
"A3047","Data Analytics Course",136.0,5011.0,236.62,25.0,5.0,0.037,1582,"2024-11-03","Hyderabad","mobile","data analytics course"
"A3048","Data Analytics Course",174.0,5864.0,190.45,26.0,5.0,0.045,1508,"2024-11-27","Hyderabad","mobile","data analytics training"
"A3049","Data Analytics Course",168.0,5114.0,186.75,10.0,3.0,0.018,1530,"2024-11-18","Hyderabad","desktop","online data analytics"
"A3050","Data Analytics Course",117.0,5658.0,191.48,13.0,3.0,0.032,1779,"2024-11-25","Hyderabad","mobile","learn data analytics"
"A3051","Data Analytics Course",187.0,4876.0,192.2,16.0,5.0,0.027,1396,"2024-11-09","Hyderabad","tablet","analytics for data"
"A3054","Data Analytics Course",112.0,5143.0,242.96,18.0,3.0,0.027,1029,"2024-11-07","Hyderabad","mobile","data analytics training"
"A3056","Data Analytics Course",132.0,4769.0,236.41,15.0,4.0,0.03,0,"2024-11-26","Hyderabad","tablet","analytics for data"
"A3057","Data Analytics Course",167.0,3366.0,213.02,28.0,4.0,0.059,1159,"2024-11-14","Hyderabad","mobile","data analytics course"
"A3058","Data Analytics Course",165.0,5228.0,199.73,27.0,3.0,0.04,1829,"2024-11-05","Hyderabad","mobile","analytics for data"
"A3059","Data Analytics Course",108.0,4266.0,220.02,24.0,5.0,0.0,1282,"2024-11-23","Hyderabad","mobile","data analytics training"
"A3060","Data Analytics Course",182.0,5102.0,226.22,16.0,10.0,0.06,1600,"2024-11-07","Hyderabad","mobile","data analytics course"
"A3061","Data Analytics Course",91.0,3787.0,226.17,26.0,8.0,0.088,1493,"2024-11-10","Hyderabad","tablet","data analytics course"
"A3062","Data Analytics Course",194.0,4598.0,233.86,25.0,4.0,0.0,1565,"2024-11-05","Hyderabad","tablet","data analytics online"
"A3063","Data Analytics Course",189.0,5404.0,218.41,17.0,10.0,0.053,1418,"2024-11-24","Hyderabad","mobile","learn data analytics"
"A3064","Data Analytics Course",85.0,4432.0,214.79,22.0,7.0,0.082,1262,"2024-11-23","Hyderabad","tablet","data analytics online"
"A3065","Data Analytics Course",162.0,4016.0,224.48,28.0,10.0,0.041,1060,"2024-11-19","Hyderabad","mobile","data analytics training"
"A3067","Data Analytics Course",88.0,5093.0,222.28,13.0,9.0,0.05,1185,"2024-11-09","Hyderabad","desktop","online data analytics"
"A3068","Data Analytics Course",121.0,5092.0,219.15,21.0,6.0,0.05,1864,"2024-11-04","Hyderabad","desktop","analytics for data"
"A3069","Data Analytics Course",81.0,3015.0,218.69,10.0,7.0,0.086,1550,"2024-11-27","Hyderabad","desktop","learn data analytics"
"A3070","Data Analytics Course",125.0,3745.0,206.93,24.0,3.0,0.024,1619,"2024-11-08","Hyderabad","tablet","data analytics course"
"A3071","Data Analytics Course",188.0,5046.0,202.52,18.0,10.0,0.06,1625,"2024-11-05","Hyderabad","tablet","online data analytics"
"A3072","Data Analytics Course",99.0,4032.0,186.45,19.0,5.0,0.0,1074,"2024-11-03","Hyderabad","desktop","data analytics course"
"A3074","Data Analytics Course",105.0,4968.0,188.38,14.0,5.0,0.0,1135,"2024-11-21","Hyderabad","tablet","learn data analytics"
"A3075","Data Analytics Course",173.0,5872.0,190.3,24.0,5.0,0.029,1953,"2024-11-26","Hyderabad","tablet","data analytics online"
"A3076","Data Analytics Course",186.0,3058.0,230.71,27.0,7.0,0.038,0,"2024-11-23","Hyderabad","mobile","analytics for data"
"A3077","Data Analytics Course",143.0,3109.0,246.92,22.0,5.0,0.035,1589,"2024-11-13","Hyderabad","tablet","learn data analytics"
"A3079","Data Analytics Course",154.0,5633.0,245.95,29.0,7.0,0.035,1604,"2024-11-03","Hyderabad","tablet","learn data analytics"
"A3080","Data Analytics Course",85.0,5402.0,191.95,18.0,7.0,0.082,1002,"2024-11-26","Hyderabad","desktop","data analytics training"
"A3081","Data Analytics Course",167.0,4059.0,209.18,17.0,4.0,0.024,1742,"2024-11-16","Hyderabad","tablet","learn data analytics"
"A3082","Data Analytics Course",139.0,3172.0,227.83,20.0,10.0,0.072,1130,"2024-11-28","Hyderabad","tablet","analytics for data"
"A3083","Data Analytics Course",193.0,5716.0,224.53,19.0,9.0,0.047,1167,"2024-11-13","Hyderabad","desktop","online data analytics"
"A3084","Data Analytics Course",127.0,4816.0,245.25,23.0,3.0,0.049,1985,"2024-11-07","Hyderabad","tablet","learn data analytics"
"A3086","Data Analytics Course",174.0,4469.0,215.98,14.0,8.0,0.046,1619,"2024-11-07","Hyderabad","desktop","online data analytics"
"A3087","Data Analytics Course",127.0,3454.0,209.19,19.0,10.0,0.058,1937,"2024-11-05","Hyderabad","desktop","data analytics training"
"A3088","Data Analytics Course",151.0,3702.0,245.02,22.0,9.0,0.06,1983,"2024-11-04","Hyderabad","tablet","learn data analytics"
"A3089","Data Analytics Course",113.0,4258.0,232.25,16.0,10.0,0.088,1374,"2024-11-24","Hyderabad","mobile","online data analytics"
"A3090","Data Analytics Course",159.0,4047.0,205.62,24.0,3.0,0.05,1177,"2024-11-09","Hyderabad","tablet","analytics for data"
"A3091","Data Analytics Course",197.0,3319.0,215.83,26.0,10.0,0.051,1342,"2024-11-18","Hyderabad","desktop","analytics for data"
"A3092","Data Analytics Course",106.0,5661.0,181.96,17.0,3.0,0.028,1250,"2024-11-11","Hyderabad","desktop","data analytics online"
"A3093","Data Analytics Course",143.0,4914.0,222.69,12.0,7.0,0.05,1280,"2024-11-12","Hyderabad","desktop","analytics for data"
"A3094","Data Analytics Course",111.0,5382.0,219.59,29.0,5.0,0.032,1464,"2024-11-25","Hyderabad","desktop","analytics for data"
"A3095","Data Analytics Course",98.0,5898.0,186.46,20.0,6.0,0.038,0,"2024-11-09","Hyderabad","mobile","data analytics online"
"A3096","Data Analytics Course",98.0,3967.0,214.51,12.0,5.0,0.051,1180,"2024-11-08","Hyderabad","desktop","analytics for data"
"A3098","Data Analytics Course",168.0,3219.0,193.16,12.0,7.0,0.037,1395,"2024-11-23","Hyderabad","mobile","online data analytics"
"A3099","Data Analytics Course",127.0,4039.0,247.92,20.0,8.0,0.063,0,"2024-11-27","Hyderabad","mobile","learn data analytics"
"A3100","Data Analytics Course",136.0,4051.0,194.29,25.0,5.0,0.0,0,"2024-11-28","Hyderabad","tablet","learn data analytics"
"A3101","Data Analytics Course",173.0,5270.0,233.33,11.0,7.0,0.04,1783,"2024-11-16","Hyderabad","desktop","analytics for data"
"A3102","Data Analytics Course",184.0,3239.0,221.33,25.0,10.0,0.054,1557,"2024-11-04","Hyderabad","desktop","online data analytics"
"A3103","Data Analytics Course",174.0,4054.0,201.25,15.0,7.0,0.0,1514,"2024-11-23","Hyderabad","mobile","learn data analytics"
"A3104","Data Analytics Course",196.0,5448.0,232.55,30.0,8.0,0.041,1694,"2024-11-14","Hyderabad","desktop","learn data analytics"
"A3106","Data Analytics Course",97.0,3937.0,197.37,14.0,10.0,0.103,1160,"2024-11-22","Hyderabad","tablet","learn data analytics"
"A3107","Data Analytics Course",128.0,4175.0,200.11,12.0,10.0,0.059,1599,"2024-11-20","Hyderabad","desktop","data analytics online"
"A3108","Data Analytics Course",143.0,5780.0,237.51,24.0,4.0,0.054,1440,"2024-11-15","Hyderabad","mobile","data analytics online"
"A3111","Data Analytics Course",189.0,3226.0,236.68,14.0,6.0,0.032,1364,"2024-11-06","Hyderabad","tablet","analytics for data"
"A3112","Data Analytics Course",165.0,4978.0,180.25,12.0,4.0,0.058,1123,"2024-11-14","Hyderabad","tablet","online data analytics"
"A3113","Data Analytics Course",172.0,5041.0,189.31,22.0,10.0,0.0,1645,"2024-11-07","Hyderabad","mobile","data analytics training"
"A3114","Data Analytics Course",183.0,4124.0,186.66,24.0,6.0,0.033,1183,"2024-11-28","Hyderabad","tablet","data analytics course"
"A3115","Data Analytics Course",196.0,3143.0,238.22,28.0,7.0,0.036,1234,"2024-11-08","Hyderabad","mobile","data analytics online"
"A3116","Data Analytics Course",98.0,4505.0,209.36,27.0,5.0,0.0,1186,"2024-11-29","Hyderabad","tablet","learn data analytics"
"A3117","Data Analytics Course",158.0,3736.0,226.99,11.0,8.0,0.0,1606,"2024-11-29","Hyderabad","tablet","data analytics training"
"A3118","Data Analytics Course",104.0,5949.0,216.6,28.0,4.0,0.038,1102,"2024-11-10","Hyderabad","mobile","analytics for data"
"A3119","Data Analytics Course",84.0,4625.0,226.02,13.0,5.0,0.0,1969,"2024-11-14","Hyderabad","desktop","online data analytics"
"A3120","Data Analytics Course",128.0,5022.0,188.96,26.0,6.0,0.047,1108,"2024-11-02","Hyderabad","mobile","data analytics training"
"A3122","Data Analytics Course",107.0,5491.0,217.98,17.0,10.0,0.093,1480,"2024-11-11","Hyderabad","mobile","online data analytics"
"A3123","Data Analytics Course",86.0,4078.0,208.92,26.0,3.0,0.035,1698,"2024-11-06","Hyderabad","mobile","data analytics course"
"A3125","Data Analytics Course",88.0,3708.0,225.76,10.0,5.0,0.036,1667,"2024-11-12","Hyderabad","tablet","data analytics training"
"A3126","Data Analytics Course",141.0,5314.0,184.34,29.0,10.0,0.071,1271,"2024-11-19","Hyderabad","mobile","online data analytics"
"A3127","Data Analytics Course",193.0,3566.0,212.73,19.0,7.0,0.036,1311,"2024-11-04","Hyderabad","desktop","data analytics online"
"A3128","Data Analytics Course",185.0,4839.0,193.99,26.0,6.0,0.032,1492,"2024-11-04","Hyderabad","desktop","data analytics training"
"A3129","Data Analytics Course",117.0,5145.0,244.44,12.0,8.0,0.068,0,"2024-11-10","Hyderabad","mobile","data analytics online"
"A3130","Data Analytics Course",147.0,4371.0,243.04,26.0,9.0,0.061,1776,"2024-11-18","Hyderabad","desktop","online data analytics"
"A3131","Data Analytics Course",197.0,5697.0,243.72,13.0,3.0,0.0,1154,"2024-11-06","Hyderabad","mobile","learn data analytics"
"A3132","Data Analytics Course",81.0,3096.0,228.47,22.0,3.0,0.037,1386,"2024-11-22","Hyderabad","tablet","analytics for data"
"A3133","Data Analytics Course",198.0,4163.0,218.64,11.0,6.0,0.03,1904,"2024-11-30","Hyderabad","tablet","learn data analytics"
"A3134","Data Analytics Course",155.0,5150.0,224.6,24.0,7.0,0.039,1146,"2024-11-04","Hyderabad","tablet","data analytics course"
"A3135","Data Analytics Course",181.0,3948.0,223.51,17.0,4.0,0.057,1075,"2024-11-10","Hyderabad","mobile","analytics for data"
"A3136","Data Analytics Course",108.0,3126.0,248.94,12.0,3.0,0.028,1942,"2024-11-16","Hyderabad","tablet","analytics for data"
"A3137","Data Analytics Course",114.0,5551.0,195.44,30.0,5.0,0.044,1255,"2024-11-15","Hyderabad","tablet","analytics for data"
"A3138","Data Analytics Course",146.0,5712.0,221.73,26.0,5.0,0.0,1201,"2024-11-12","Hyderabad","mobile","analytics for data"
"A3139","Data Analytics Course",89.0,4175.0,194.22,11.0,3.0,0.055,1370,"2024-11-22","Hyderabad","desktop","data analytics training"
"A3141","Data Analytics Course",98.0,5728.0,230.52,14.0,10.0,0.0,1322,"2024-11-07","Hyderabad","mobile","data analytics training"
"A3142","Data Analytics Course",87.0,3161.0,244.49,24.0,8.0,0.092,1161,"2024-11-06","Hyderabad","tablet","data analytics online"
"A3143","Data Analytics Course",146.0,4773.0,248.27,30.0,6.0,0.041,1304,"2024-11-01","Hyderabad","tablet","online data analytics"
"A3145","Data Analytics Course",122.0,5600.0,223.06,12.0,3.0,0.025,1061,"2024-11-18","Hyderabad","tablet","learn data analytics"
"A3146","Data Analytics Course",153.0,4218.0,228.36,16.0,7.0,0.046,1178,"2024-11-03","Hyderabad","mobile","data analytics online"
"A3147","Data Analytics Course",108.0,3358.0,184.1,28.0,4.0,0.037,1888,"2024-11-16","Hyderabad","desktop","analytics for data"
"A3148","Data Analytics Course",147.0,3021.0,200.17,20.0,4.0,0.027,1718,"2024-11-18","Hyderabad","mobile","analytics for data"
"A3149","Data Analytics Course",121.0,4477.0,224.77,28.0,10.0,0.083,1604,"2024-11-17","Hyderabad","tablet","data analytics online"
"A3150","Data Analytics Course",112.0,4073.0,180.24,30.0,4.0,0.0,1628,"2024-11-12","Hyderabad","tablet","data analytics training"
"A3151","Data Analytics Course",127.0,5172.0,204.19,10.0,4.0,0.031,1183,"2024-11-20","Hyderabad","mobile","data analytics online"
"A3152","Data Analytics Course",192.0,5896.0,201.18,30.0,9.0,0.05,1589,"2024-11-30","Hyderabad","desktop","data analytics course"
"A3153","Data Analytics Course",174.0,3427.0,223.77,20.0,7.0,0.036,1293,"2024-11-15","Hyderabad","desktop","analytics for data"
"A3154","Data Analytics Course",166.0,4176.0,243.1,16.0,9.0,0.041,1147,"2024-11-24","Hyderabad","desktop","learn data analytics"
"A3155","Data Analytics Course",98.0,5835.0,232.82,19.0,6.0,0.0,1989,"2024-11-02","Hyderabad","mobile","data analytics online"
"A3156","Data Analytics Course",191.0,5438.0,244.1,19.0,5.0,0.0,1203,"2024-11-08","Hyderabad","tablet","learn data analytics"
"A3157","Data Analytics Course",89.0,4936.0,199.91,16.0,4.0,0.059,1543,"2024-11-14","Hyderabad","desktop","data analytics course"
"A3158","Data Analytics Course",180.0,3526.0,0.0,15.0,7.0,0.039,1336,"2024-11-16","Hyderabad","mobile","online data analytics"
"A3159","Data Analytics Course",91.0,5509.0,186.22,29.0,5.0,0.055,1928,"2024-11-02","Hyderabad","mobile","learn data analytics"
"A3160","Data Analytics Course",114.0,5748.0,184.76,16.0,8.0,0.07,1490,"2024-11-21","Hyderabad","desktop","data analytics online"
"A3161","Data Analytics Course",80.0,5155.0,217.3,28.0,5.0,0.0,1316,"2024-11-12","Hyderabad","tablet","data analytics course"
"A3162","Data Analytics Course",127.0,4537.0,247.11,17.0,7.0,0.043,1451,"2024-11-18","Hyderabad","tablet","analytics for data"
"A3163","Data Analytics Course",84.0,5468.0,227.36,13.0,4.0,0.048,1228,"2024-11-26","Hyderabad","tablet","data analytics course"
"A3164","Data Analytics Course",182.0,4390.0,239.33,11.0,7.0,0.052,1799,"2024-11-27","Hyderabad","tablet","data analytics training"
"A3165","Data Analytics Course",105.0,5883.0,180.07,20.0,4.0,0.038,1586,"2024-11-05","Hyderabad","mobile","data analytics course"
"A3166","Data Analytics Course",162.0,3120.0,245.58,30.0,6.0,0.037,1952,"2024-11-06","Hyderabad","mobile","data analytics training"
"A3167","Data Analytics Course",118.0,4377.0,219.81,21.0,4.0,0.034,1290,"2024-11-14","Hyderabad","desktop","analytics for data"
"A3168","Data Analytics Course",131.0,5719.0,183.69,12.0,7.0,0.053,1555,"2024-11-23","Hyderabad","mobile","data analytics training"
"A3169","Data Analytics Course",116.0,4250.0,186.34,12.0,3.0,0.026,1043,"2024-11-30","Hyderabad","desktop","analytics for data"
"A3170","Data Analytics Course",80.0,5648.0,239.26,10.0,6.0,0.075,1005,"2024-11-20","Hyderabad","mobile","data analytics course"
"A3171","Data Analytics Course",81.0,3394.0,187.24,12.0,6.0,0.074,1227,"2024-11-12","Hyderabad","tablet","data analytics course"
"A3172","Data Analytics Course",189.0,5117.0,197.9,20.0,8.0,0.042,1710,"2024-11-28","Hyderabad","mobile","analytics for data"
"A3173","Data Analytics Course",128.0,3861.0,232.11,30.0,10.0,0.0,1636,"2024-11-18","Hyderabad","tablet","data analytics course"
"A3174","Data Analytics Course",182.0,3303.0,238.4,17.0,4.0,0.022,1695,"2024-11-05","Hyderabad","desktop","data analytics online"
"A3175","Data Analytics Course",124.0,4192.0,184.42,12.0,6.0,0.048,0,"2024-11-05","Hyderabad","tablet","data analytics course"
"A3176","Data Analytics Course",137.0,3720.0,237.22,24.0,5.0,0.036,1811,"2024-11-10","Hyderabad","mobile","online data analytics"
"A3177","Data Analytics Course",106.0,5789.0,183.62,19.0,3.0,0.028,1838,"2024-11-16","Hyderabad","desktop","data analytics online"
"A3178","Data Analytics Course",102.0,5113.0,206.65,27.0,6.0,0.059,1466,"2024-11-19","Hyderabad","mobile","data analytics course"
"A3179","Data Analytics Course",155.0,3234.0,204.47,12.0,4.0,0.026,1401,"2024-11-16","Hyderabad","desktop","learn data analytics"
"A3180","Data Analytics Course",85.0,3088.0,234.24,24.0,4.0,0.047,1210,"2024-11-07","Hyderabad","tablet","analytics for data"
"A3181","Data Analytics Course",126.0,5114.0,233.27,30.0,5.0,0.0,1197,"2024-11-15","Hyderabad","tablet","data analytics online"
"A3182","Data Analytics Course",96.0,5070.0,210.63,27.0,10.0,0.104,1653,"2024-11-18","Hyderabad","tablet","online data analytics"
"A3183","Data Analytics Course",128.0,4445.0,200.52,14.0,4.0,0.031,1861,"2024-11-05","Hyderabad","tablet","learn data analytics"
"A3184","Data Analytics Course",151.0,3656.0,199.96,26.0,7.0,0.051,1566,"2024-11-17","Hyderabad","desktop","online data analytics"
"A3185","Data Analytics Course",95.0,3583.0,223.37,22.0,9.0,0.033,1821,"2024-11-29","Hyderabad","desktop","online data analytics"
"A3186","Data Analytics Course",193.0,4790.0,247.69,23.0,5.0,0.026,1687,"2024-11-24","Hyderabad","mobile","data analytics online"
"A3187","Data Analytics Course",90.0,3235.0,211.4,29.0,10.0,0.111,1290,"2024-11-19","Hyderabad","tablet","analytics for data"
"A3188","Data Analytics Course",175.0,3832.0,245.61,27.0,5.0,0.029,1388,"2024-11-26","Hyderabad","desktop","data analytics online"
"A3189","Data Analytics Course",153.0,4261.0,230.25,27.0,7.0,0.046,1027,"2024-11-05","Hyderabad","desktop","analytics for data"
"A3190","Data Analytics Course",103.0,4796.0,180.64,26.0,7.0,0.0,1102,"2024-11-03","Hyderabad","mobile","data analytics training"
"A3191","Data Analytics Course",102.0,5229.0,208.55,30.0,5.0,0.049,1065,"2024-11-15","Hyderabad","mobile","analytics for data"
"A3193","Data Analytics Course",96.0,4851.0,229.12,27.0,6.0,0.0,1271,"2024-11-03","Hyderabad","tablet","data analytics training"
"A3194","Data Analytics Course",107.0,4816.0,243.41,20.0,5.0,0.0,0,"2024-11-25","Hyderabad","tablet","data analytics course"
"A3195","Data Analytics Course",170.0,5404.0,218.24,24.0,5.0,0.0,1818,"2024-11-29","Hyderabad","desktop","data analytics online"
"A3196","Data Analytics Course",145.0,3068.0,237.7,24.0,7.0,0.0,1494,"2024-11-19","Hyderabad","mobile","data analytics course"
"A3197","Data Analytics Course",148.0,5877.0,213.84,25.0,8.0,0.0,1371,"2024-11-18","Hyderabad","desktop","learn data analytics"
"A3198","Data Analytics Course",141.0,4188.0,228.12,16.0,9.0,0.0,1204,"2024-11-30","Hyderabad","desktop","data analytics online"
"A3200","Data Analytics Course",140.0,4677.0,223.74,20.0,9.0,0.064,1610,"2024-11-04","Hyderabad","mobile","learn data analytics"
"A3201","Data Analytics Course",135.0,3793.0,190.88,24.0,9.0,0.053,0,"2024-11-19","Hyderabad","desktop","data analytics online"
"A3202","Data Analytics Course",105.0,3548.0,216.8,30.0,7.0,0.054,1663,"2024-11-14","Hyderabad","tablet","learn data analytics"
"A3204","Data Analytics Course",128.0,4662.0,187.28,23.0,9.0,0.0,1710,"2024-11-13","Hyderabad","desktop","data analytics training"
"A3205","Data Analytics Course",120.0,4453.0,240.34,23.0,8.0,0.067,1452,"2024-11-26","Hyderabad","tablet","online data analytics"
"A3206","Data Analytics Course",163.0,5052.0,234.73,24.0,6.0,0.0,1848,"2024-11-17","Hyderabad","mobile","online data analytics"
"A3207","Data Analytics Course",94.0,4457.0,246.18,14.0,6.0,0.053,1492,"2024-11-15","Hyderabad","tablet","data analytics online"
"A3209","Data Analytics Course",146.0,4474.0,190.94,18.0,10.0,0.0,1872,"2024-11-07","Hyderabad","tablet","data analytics online"
"A3210","Data Analytics Course",193.0,5129.0,243.78,13.0,10.0,0.052,1583,"2024-11-06","Hyderabad","tablet","data analytics course"
"A3211","Data Analytics Course",96.0,5210.0,223.05,10.0,8.0,0.083,1483,"2024-11-29","Hyderabad","tablet","online data analytics"
"A3212","Data Analytics Course",150.0,3456.0,242.22,16.0,7.0,0.047,1215,"2024-11-02","Hyderabad","desktop","data analytics training"
"A3213","Data Analytics Course",130.0,4109.0,207.1,19.0,6.0,0.046,1521,"2024-11-16","Hyderabad","mobile","learn data analytics"
"A3214","Data Analytics Course",99.0,3522.0,210.01,28.0,9.0,0.034,1932,"2024-11-23","Hyderabad","mobile","analytics for data"
"A3215","Data Analytics Course",143.0,3600.0,238.14,26.0,7.0,0.049,1891,"2024-11-09","Hyderabad","tablet","analytics for data"
"A3216","Data Analytics Course",116.0,3026.0,209.03,24.0,9.0,0.0,1819,"2024-11-10","Hyderabad","desktop","data analytics online"
"A3218","Data Analytics Course",115.0,4857.0,195.05,29.0,9.0,0.078,1644,"2024-11-17","Hyderabad","desktop","data analytics training"
"A3219","Data Analytics Course",175.0,5915.0,223.39,23.0,8.0,0.042,1595,"2024-11-08","Hyderabad","tablet","learn data analytics"
"A3220","Data Analytics Course",100.0,3948.0,230.56,30.0,6.0,0.0,1234,"2024-11-12","Hyderabad","tablet","analytics for data"
"A3221","Data Analytics Course",114.0,5446.0,207.62,11.0,8.0,0.0,1355,"2024-11-12","Hyderabad","mobile","data analytics online"
"A3222","Data Analytics Course",109.0,5388.0,205.68,22.0,6.0,0.055,1339,"2024-11-19","Hyderabad","desktop","data analytics training"
"A3223","Data Analytics Course",154.0,5138.0,194.15,17.0,7.0,0.045,1295,"2024-11-17","Hyderabad","mobile","data analytics course"
"A3224","Data Analytics Course",199.0,3534.0,238.67,24.0,5.0,0.025,1776,"2024-11-21","Hyderabad","mobile","data analytics training"
"A3225","Data Analytics Course",98.0,4302.0,183.4,16.0,9.0,0.092,1765,"2024-11-19","Hyderabad","desktop","data analytics course"
"A3226","Data Analytics Course",196.0,4367.0,238.44,20.0,7.0,0.0,1931,"2024-11-27","Hyderabad","desktop","data analytics online"
"A3227","Data Analytics Course",81.0,3721.0,222.89,17.0,4.0,0.046,1690,"2024-11-15","Hyderabad","desktop","data analytics course"
"A3228","Data Analytics Course",150.0,4351.0,203.7,26.0,8.0,0.0,1765,"2024-11-18","Hyderabad","desktop","data analytics training"
"A3229","Data Analytics Course",121.0,3122.0,237.57,29.0,6.0,0.05,1796,"2024-11-07","Hyderabad","mobile","learn data analytics"
"A3230","Data Analytics Course",124.0,3924.0,188.66,24.0,6.0,0.041,1472,"2024-11-04","Hyderabad","tablet","data analytics training"
"A3231","Data Analytics Course",108.0,4126.0,219.33,22.0,3.0,0.028,1275,"2024-11-29","Hyderabad","mobile","data analytics course"
"A3232","Data Analytics Course",192.0,3499.0,237.83,20.0,10.0,0.043,0,"2024-11-12","Hyderabad","tablet","analytics for data"
"A3233","Data Analytics Course",178.0,3708.0,192.77,20.0,10.0,0.056,1292,"2024-11-16","Hyderabad","tablet","data analytics online"
"A3234","Data Analytics Course",191.0,3302.0,207.75,18.0,9.0,0.047,0,"2024-11-26","Hyderabad","mobile","learn data analytics"
"A3235","Data Analytics Course",147.0,3131.0,242.53,10.0,4.0,0.0,1231,"2024-11-18","Hyderabad","desktop","data analytics course"
"A3236","Data Analytics Course",88.0,5145.0,242.9,16.0,10.0,0.043,1963,"2024-11-14","Hyderabad","tablet","analytics for data"
"A3237","Data Analytics Course",92.0,5241.0,223.48,23.0,9.0,0.0,1050,"2024-11-18","Hyderabad","desktop","data analytics online"
"A3238","Data Analytics Course",148.0,4149.0,223.33,30.0,6.0,0.041,1318,"2024-11-08","Hyderabad","tablet","data analytics course"
"A3239","Data Analytics Course",127.0,3791.0,231.06,11.0,6.0,0.0,1351,"2024-11-03","Hyderabad","desktop","online data analytics"
"A3240","Data Analytics Course",156.0,4375.0,249.33,26.0,6.0,0.038,1663,"2024-11-15","Hyderabad","tablet","data analytics course"
"A3241","Data Analytics Course",176.0,3753.0,201.76,11.0,4.0,0.023,1070,"2024-11-07","Hyderabad","mobile","data analytics training"
"A3242","Data Analytics Course",145.0,4275.0,185.05,25.0,7.0,0.036,1574,"2024-11-09","Hyderabad","desktop","data analytics training"
"A3243","Data Analytics Course",136.0,4332.0,234.52,19.0,6.0,0.043,1162,"2024-11-18","Hyderabad","desktop","learn data analytics"
"A3244","Data Analytics Course",150.0,4001.0,219.1,25.0,6.0,0.0,1365,"2024-11-09","Hyderabad","tablet","online data analytics"
"A3245","Data Analytics Course",145.0,4436.0,190.63,13.0,10.0,0.069,1502,"2024-11-21","Hyderabad","tablet","data analytics course"
"A3246","Data Analytics Course",165.0,5661.0,0.0,28.0,6.0,0.036,1848,"2024-11-02","Hyderabad","desktop","data analytics online"
"A3247","Data Analytics Course",183.0,5746.0,248.15,14.0,5.0,0.053,1012,"2024-11-25","Hyderabad","tablet","data analytics course"
"A3248","Data Analytics Course",176.0,3906.0,214.0,29.0,4.0,0.037,1382,"2024-11-25","Hyderabad","tablet","online data analytics"
"A3249","Data Analytics Course",164.0,5127.0,194.76,20.0,5.0,0.0,0,"2024-11-12","Hyderabad","tablet","analytics for data"
"A3251","Data Analytics Course",95.0,4933.0,220.04,15.0,3.0,0.0,1366,"2024-11-04","Hyderabad","mobile","data analytics training"
